Compound,Kegg,Pathways of compound,InChI-Key,compound,kegg_cid,Common-Name,Engineered?
L-ASPARTATE,C00049,PWY0-781,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,aspartate superpathway,NA
L-ASPARTATE,C00049,PWY-5,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,canavanine biosynthesis,NA
L-ASPARTATE,C00049,PWY-5155,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,&beta;-alanine biosynthesis III,NA
L-ASPARTATE,C00049,PANTOSYN-PWY,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,superpathway of coenzyme A biosynthesis I (bacteria),NA
L-ASPARTATE,C00049,PWY-7234,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,inosine-5'-phosphate biosynthesis III,NA
L-ASPARTATE,C00049,PWY-6123,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,inosine-5'-phosphate biosynthesis I,NA
L-ASPARTATE,C00049,DENOVOPURINE2-PWY,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,superpathway of purine nucleotides <i>de novo</i> biosynthesis II,NA
L-ASPARTATE,C00049,PRPP-PWY,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,"superpathway of histidine, purine, and pyrimidine biosynthesis",NA
L-ASPARTATE,C00049,PWY-6124,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,inosine-5'-phosphate biosynthesis II,NA
L-ASPARTATE,C00049,PWY-841,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,NA
L-ASPARTATE,C00049,PWY2PN3-13,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,ornithine-ammonia cycle,NA
L-ASPARTATE,C00049,ARGSYNBSUB-PWY,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,L-arginine biosynthesis II (acetyl cycle),NA
L-ASPARTATE,C00049,PWY-7400,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,L-arginine biosynthesis IV (archaea),NA
L-ASPARTATE,C00049,ARGSYN-PWY,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,L-arginine biosynthesis I (via L-ornithine),NA
L-ASPARTATE,C00049,ARG+POLYAMINE-SYN,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
L-ASPARTATE,C00049,PWY-5154,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline),NA
L-ASPARTATE,C00049,PWY-4984,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,urea cycle,NA
L-ASPARTATE,C00049,PWY-4983,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,nitric oxide biosynthesis II (mammals),NA
L-ASPARTATE,C00049,PWY-5004,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,L-Aspartic acid,C00049,superpathway of L-citrulline metabolism,NA
CARNITINE,C00318,PWY-3621,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,&gamma;-butyrobetaine degradation II,NA
CARNITINE,C00318,PWY-6100,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,L-carnitine biosynthesis,NA
CARNITINE,C00318,PWY-8339,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,&gamma;-butyrobetaine degradation III,NA
CARNITINE,C00318,PWY-3641,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,L-carnitine degradation II,NA
CARNITINE,C00318,PWY-8307,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,L-carnitine degradation IV,NA
CARNITINE,C00318,PWY-6111,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,mitochondrial L-carnitine shuttle,NA
CARNITINE,C00318,CARNMET-PWY,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,L-carnitine degradation I,NA
CARNITINE,C00318,PWY-3602,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,L-carnitine degradation III,NA
CARNITINE,C00318,PWY-7472,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,Betaine,C00318,D-carnitine degradation II,NA
CARNITINE,C00318,PWY-3621,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,&gamma;-butyrobetaine degradation II,NA
CARNITINE,C00318,PWY-6100,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,L-carnitine biosynthesis,NA
CARNITINE,C00318,PWY-8339,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,&gamma;-butyrobetaine degradation III,NA
CARNITINE,C00318,PWY-3641,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,L-carnitine degradation II,NA
CARNITINE,C00318,PWY-8307,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,L-carnitine degradation IV,NA
CARNITINE,C00318,PWY-6111,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,mitochondrial L-carnitine shuttle,NA
CARNITINE,C00318,CARNMET-PWY,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,L-carnitine degradation I,NA
CARNITINE,C00318,PWY-3602,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,L-carnitine degradation III,NA
CARNITINE,C00318,PWY-7472,InChIKey=PHIQHXFUZVPYII-ZCFIWIBFSA-N,L-Carnitine,C00318,D-carnitine degradation II,NA
L-CITRULLINE,C00327,CITRULLINE-DEG-PWY,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-citrulline degradation,NA
L-CITRULLINE,C00327,CITRULBIO-PWY,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-citrulline biosynthesis,NA
L-CITRULLINE,C00327,PWY-6845,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,nitric oxide biosynthesis I (plants),NA
L-CITRULLINE,C00327,PWY-7860,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,nitric oxide biosynthesis III (bacteria),NA
L-CITRULLINE,C00327,PWY-8531,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,thaxtomin A biosynthesis,NA
L-CITRULLINE,C00327,ARGDEGRAD-PWY,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine degradation V (arginine deiminase pathway),NA
L-CITRULLINE,C00327,PWY-6344,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine degradation XIV (oxidative Stickland reaction),NA
L-CITRULLINE,C00327,PWY-8187,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine degradation XIII (reductive Stickland reaction),NA
L-CITRULLINE,C00327,PWY2PN3-13,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,ornithine-ammonia cycle,NA
L-CITRULLINE,C00327,ARGSYNBSUB-PWY,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine biosynthesis II (acetyl cycle),NA
L-CITRULLINE,C00327,PWY-7400,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine biosynthesis IV (archaea),NA
L-CITRULLINE,C00327,ARGSYN-PWY,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine biosynthesis I (via L-ornithine),NA
L-CITRULLINE,C00327,ARG+POLYAMINE-SYN,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
L-CITRULLINE,C00327,PWY-5154,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline),NA
L-CITRULLINE,C00327,PWY-4984,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,urea cycle,NA
L-CITRULLINE,C00327,PWY-4983,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,nitric oxide biosynthesis II (mammals),NA
L-CITRULLINE,C00327,PWY-5004,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,L-Citrulline,C00327,superpathway of L-citrulline metabolism,NA
GLT,C00025,PWY-8511,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD biosynthesis from nicotinamide II (deamidated pathway),NA
GLT,C00025,PWY-8352,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD <i>de novo</i> biosynthesis III,NA
GLT,C00025,PWY-8277,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD <i>de novo</i> biosynthesis IV (anaerobic),NA
GLT,C00025,PWY-5381,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD salvage (plants),NA
GLT,C00025,PWY-7761,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD salvage pathway II (PNC IV cycle),NA
GLT,C00025,PYRIDNUCSAL-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD salvage pathway I (PNC VI cycle),NA
GLT,C00025,PWY-5653,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,NA
GLT,C00025,NADSYN-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD <i>de novo</i> biosynthesis II (from tryptophan),NA
GLT,C00025,PWY3O-4107,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD salvage pathway V (PNC V cycle),NA
GLT,C00025,PWY-3502,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of NAD biosynthesis in eukaryotes,NA
GLT,C00025,PYRIDNUCSYN-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,NAD <i>de novo</i> biosynthesis I,NA
GLT,C00025,HISDEG-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-histidine degradation I,NA
GLT,C00025,PWY-7942,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,5-oxo-L-proline metabolism,NA
GLT,C00025,PWY-5087,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-glutamate degradation VI (to pyruvate),NA
GLT,C00025,GLUDEG-II-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-glutamate degradation VII (to butanoate),NA
GLT,C00025,PWY-5088,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-glutamate degradation VIII (to propanoate),NA
GLT,C00025,PWY-7376,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",NA
GLT,C00025,TAURINEDEG-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,taurine degradation III,NA
GLT,C00025,PWY-1541,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of taurine degradation,NA
GLT,C00025,AST-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-arginine degradation II (AST pathway),NA
GLT,C00025,PWY-8184,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine degradation III (oxidative Stickland reaction),NA
GLT,C00025,PWY-8173,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,<i>anteiso</i>-branched-chain fatty acid biosynthesis,NA
GLT,C00025,PWY-5108,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine biosynthesis V,NA
GLT,C00025,ILEUSYN-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine biosynthesis I (from threonine),NA
GLT,C00025,THREOCAT-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of L-threonine metabolism,NA
GLT,C00025,ILEUDEG-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine degradation I,NA
GLT,C00025,PWY-5101,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine biosynthesis II,NA
GLT,C00025,PWY-5104,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine biosynthesis IV,NA
GLT,C00025,PWY-5078,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-isoleucine degradation II,NA
GLT,C00025,PWY-5075,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-leucine degradation II,NA
GLT,C00025,PWY-5912,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,2'-deoxymugineic acid phytosiderophore biosynthesis,NA
GLT,C00025,PWY-6133,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,(S)-reticuline biosynthesis II,NA
GLT,C00025,PWY-5049,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,rosmarinic acid biosynthesis II,NA
GLT,C00025,LYSDEGII-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-lysine degradation III,NA
GLT,C00025,PWY-5280,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-lysine degradation IV,NA
GLT,C00025,PWY-7962,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",NA
GLT,C00025,PWY-6321,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,homotaurine degradation,NA
GLT,C00025,PWY-5097,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-lysine biosynthesis VI,NA
GLT,C00025,PWY-724,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",NA
GLT,C00025,PWY-6638,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,sulfolactate degradation III,NA
GLT,C00025,PWY-6641,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of sulfolactate degradation,NA
GLT,C00025,PWY-6643,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,coenzyme M biosynthesis II,NA
GLT,C00025,PWY-6642,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-cysteate degradation,NA
GLT,C00025,PWY-6682,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dehydrophos biosynthesis,NA
GLT,C00025,PWY-7318,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis",NA
GLT,C00025,PWY-7414,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-&alpha;-D-mycaminose biosynthesis,NA
GLT,C00025,PWY-7688,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis,NA
GLT,C00025,PWY-6953,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-3-acetamido-&alpha;-D-fucose biosynthesis,NA
GLT,C00025,PWY-3462,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-phenylalanine biosynthesis II,NA
GLT,C00025,PWY-6120,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-tyrosine biosynthesis III,NA
GLT,C00025,PWY-3461,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-tyrosine biosynthesis II,NA
GLT,C00025,PWY-3481,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of L-phenylalanine and L-tyrosine biosynthesis,NA
GLT,C00025,PWY-7018,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,paromomycin biosynthesis (from paromamine),NA
GLT,C00025,P181-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,nicotine degradation I (pyridine pathway),NA
GLT,C00025,PWY-6537,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,4-aminobutanoate degradation II,NA
GLT,C00025,PWY-6536,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,4-aminobutanoate degradation III,NA
GLT,C00025,PWY-6535,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,4-aminobutanoate degradation I,NA
GLT,C00025,4AMINOBUTMETAB-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of 4-aminobutanoate degradation to succinate,NA
GLT,C00025,PWY0-1546,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,muropeptide degradation,NA
GLT,C00025,PWY-7054,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,<i>N</i>-acetylglutaminylglutamine amide biosynthesis,NA
GLT,C00025,PWY-7015,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,ribostamycin biosynthesis (from paromamine),NA
GLT,C00025,PWY-7016,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,neomycin biosynthesis,NA
GLT,C00025,PWY-7021,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of neomycin biosynthesis,NA
GLT,C00025,PWY-7090,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",NA
GLT,C00025,PWY-6711,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,archaeosine biosynthesis I,NA
GLT,C00025,PWY-7028,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"UDP-<i>N,N'</i>-diacetylbacillosamine biosynthesis",NA
GLT,C00025,PWY-8397,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,arachidonate metabolites biosynthesis,NA
GLT,C00025,PWY2B4Q-2,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,GDP-<i>N</i>-formyl-&alpha;-D-perosamine biosynthesis,NA
GLT,C00025,PWY-8225,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,GDP-<i>N</i>-acetyl-&alpha;-D-perosamine biosynthesis,NA
GLT,C00025,PWY-5739,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,GDP-D-perosamine biosynthesis,NA
GLT,C00025,PWY8J2-22,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,kanosamine biosynthesis II,NA
GLT,C00025,PWY-6853,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,ethene biosynthesis II (microbes),NA
GLT,C00025,PROUT-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-proline degradation I,NA
GLT,C00025,PWY-7315,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-<i>N</i>-acetylthomosamine biosynthesis,NA
GLT,C00025,PWY-8227,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of enterobacterial common antigen biosynthesis,NA
GLT,C00025,PWY-7104,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-&beta;-L-megosamine biosynthesis,NA
GLT,C00025,PWY-7440,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis,NA
GLT,C00025,PWY-6334,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,L-dopa degradation I (mammalian),NA
GLT,C00025,PWY-5297,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,siroheme amide biosynthesis,NA
GLT,C00025,PWY-7733,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,3-hydroxyquinaldate biosynthesis,NA
GLT,C00025,PWY-6808,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-&alpha;-D-forosamine biosynthesis,NA
GLT,C00025,PWY-7438,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis,NA
GLT,C00025,PWY-7811,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,6-methylpretetramide biosynthesis,NA
GLT,C00025,PWY-7809,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of tetracycline and oxytetracycline biosynthesis,NA
GLT,C00025,PWY-7814,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,dTDP-L-daunosamine biosynthesis,NA
GLT,C00025,PWY-1187,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from homomethionine,NA
GLT,C00025,PWYQT-4471,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from dihomomethionine,NA
GLT,C00025,PWYQT-4472,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from trihomomethionine,NA
GLT,C00025,PWYQT-4473,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from tetrahomomethionine,NA
GLT,C00025,PWYQT-4474,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from pentahomomethionine,NA
GLT,C00025,PWYQT-4475,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from hexahomomethionine,NA
GLT,C00025,PWY-2821,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from phenylalanine,NA
GLT,C00025,PWY-601,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from tryptophan,NA
GLT,C00025,CAMALEXIN-SYN,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,camalexin biosynthesis,NA
GLT,C00025,PWY-7467,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,"UDP-2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactose biosynthesis",NA
GLT,C00025,PWY-7842,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,UDP-yelosamine biosynthesis,NA
GLT,C00025,PWY-7719,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,CMP-diacetamido-8-epilegionaminic acid biosynthesis,NA
GLT,C00025,PWY0-1338,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,polymyxin resistance,NA
GLT,C00025,PWY-5196,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,factor 430 biosynthesis,NA
GLT,C00025,PWY-761,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,rhizobactin 1021 biosynthesis,NA
GLT,C00025,PWY-7988,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,baumannoferrin biosynthesis,NA
GLT,C00025,PWY-7855,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,ectoine degradation,NA
GLT,C00025,PWY-6562,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,norspermidine biosynthesis,NA
GLT,C00025,PWY-6565,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,superpathway of polyamine biosynthesis III,NA
GLT,C00025,P101-PWY,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,ectoine biosynthesis,NA
GLT,C00025,PWY-6143,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,CMP-pseudaminate biosynthesis,NA
GLT,C00025,PWY-7901,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,L-Glutamic acid,C00025,glucosinolate biosynthesis from tyrosine,NA
