ko_id,name,pathway,reaction,brite,db_links
K24619,amicyanin,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99982 Energy metabolism;    K24619  mauC; amicyanin,COG: COG3794
K18256,"3,4-dihydroxyphthalate decarboxylase [EC:4.1.1.69]",Polycyclic aromatic hydrocarbon degradation;Metabolic pathways;Microbial metabolism in diverse environments,"3,4-dihydroxyphthalate carboxy-lyase (3,4-dihydroxybenzoate-forming)","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09111 Xenobiotics biodegradation and metabolism;   00624 Polycyclic aromatic hydrocarbon degradation;    K18256  phtC; 3,4-dihydroxyphthalate decarboxylase;Enzymes [BR:ko01000]; 4. Lyases;  4.1  Carbon-carbon lyases;   4.1.1  Carboxy-lyases;    4.1.1.69  3,4-dihydroxyphthalate decarboxylase;     K18256  phtC; 3,4-dihydroxyphthalate decarboxylase",GO: 0047556
K02385,flagellar protein FlbD,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02035 Bacterial motility proteins;    K02385  flbD; flagellar protein FlbD;Bacterial motility proteins [BR:ko02035]; Flagellar system;  Flagellar assembly proteins;   Others;    K02385  flbD; flagellar protein FlbD,COG: COG1582
K11618,"two-component system, NarL family, response regulator LiaR",Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K11618  liaR; two-component system, NarL family, response regulator LiaR; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02022 Two-component system;    K11618  liaR; two-component system, NarL family, response regulator LiaR;Two-component system [BR:ko02022]; NarL family;  LiaS-LiaR (cell wall stress response);   K11618  liaR; two-component system, NarL family, response regulator LiaR",COG: COG2197;GO: 0000156
K00116,malate dehydrogenase (quinone) [EC:1.1.5.4],Citrate cycle (TCA cycle);Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism,(S)-malate:oxygen oxidoreductase;(S)-malate:quinone oxidoreductase;(S)-malate:FAD oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00020 Citrate cycle (TCA cycle);    K00116  mqo; malate dehydrogenase (quinone);   00620 Pyruvate metabolism;    K00116  mqo; malate dehydrogenase (quinone);Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.5  With a quinone or similar compound as acceptor;    1.1.5.4  malate dehydrogenase (quinone);     K00116  mqo; malate dehydrogenase (quinone),COG: COG0579;GO: 0008924
K23167,synaptic vesicle membrane protein VAT-1,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03029 Mitochondrial biogenesis;    K23167  VAT1; synaptic vesicle membrane protein VAT-1;Mitochondrial biogenesis [BR:ko03029]; Mitochondrial quality control factors;  Mitochondrial dynamics;   Fission and Fusion factors;    K23167  VAT1; synaptic vesicle membrane protein VAT-1,NA
K21397,ABC transport system ATP-binding/permease protein,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K21397  K21397; ABC transport system ATP-binding/permease protein;Transporters [BR:ko02000]; ABC transporters, eukaryotic type;  Other subfamilies;   Other ABC transporters;    K21397  K21397; ABC transport system ATP-binding/permease protein",COG: COG0842 COG1131 COG1277 COG1716;TC: 3.A.1
K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K10255  FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase); 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K10255  FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase);Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen;   1.14.19  With oxidation of a pair of donors resulting in the reduction of O2 to two molecules of water;    1.14.19.23  acyl-lipid (n+3)-(Z)-desaturase (ferredoxin);     K10255  FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase);    1.14.19.45  sn-1 oleoyl-lipid 12-desaturase;     K10255  FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase);Lipid biosynthesis proteins [BR:ko01004]; Desaturase;  Omega;   K10255  FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase)",COG: COG3239
K01224,"arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K01224  E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.2  Glycosylases;   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;    3.2.1.89  arabinogalactan endo-beta-1,4-galactanase;     K01224  E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase",GO: 0031218
K19091,CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02048 Prokaryotic defense system;    K19091  cas6; CRISPR-associated endoribonuclease Cas6;Prokaryotic defense system [BR:ko02048]; CRISPR-Cas system;  Type I CRISPR-Cas system;   Subtype I-A factors;    K19091  cas6; CRISPR-associated endoribonuclease Cas6;   Subtype I-D factors;    K19091  cas6; CRISPR-associated endoribonuclease Cas6,COG: COG1583
K17362,acyl-coenzyme A thioesterase 13 [EC:3.1.2.-],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K17362  ACOT13; acyl-coenzyme A thioesterase 13;Lipid biosynthesis proteins [BR:ko01004]; Fatty acid synthase;  Component type;   K17362  ACOT13; acyl-coenzyme A thioesterase 13,NA
K22305,phosphoserine phosphatase [EC:3.1.3.3],"Glycine, serine and threonine metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids",O-phospho-L-serine phosphohydrolase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00680 Methane metabolism;    K22305  psp; phosphoserine phosphatase;  09105 Amino acid metabolism;   00260 Glycine, serine and threonine metabolism;    K22305  psp; phosphoserine phosphatase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.1  Acting on ester bonds;   3.1.3  Phosphoric-monoester hydrolases;    3.1.3.3  phosphoserine phosphatase;     K22305  psp; phosphoserine phosphatase",COG: COG0406;GO: 0036424
K23170,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23],Peptidoglycan biosynthesis;Metabolic pathways,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate L-glutamate-epimerase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00550 Peptidoglycan biosynthesis;    K23170  murL; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase;Enzymes [BR:ko01000]; 5. Isomerases;  5.1  Racemases and epimerases;   5.1.1  Acting on amino acids and derivatives;    5.1.1.23  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase;     K23170  murL; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase,NA
K03119,taurine dioxygenase [EC:1.14.11.17],Taurine and hypotaurine metabolism;Sulfur metabolism,"taurine,2-oxoglutarate:O2 oxidoreductase (sulfite-forming)","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00920 Sulfur metabolism;    K03119  tauD; taurine dioxygenase;  09106 Metabolism of other amino acids;   00430 Taurine and hypotaurine metabolism;    K03119  tauD; taurine dioxygenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen;   1.14.11  With 2-oxoglutarate as one donor, and incorporation of one atom of oxygen into each donor;    1.14.11.17  taurine dioxygenase;     K03119  tauD; taurine dioxygenase",COG: COG2175;GO: 0000908
K06857,tungstate transport system ATP-binding protein [EC:7.3.2.6],ABC transporters,"ATP phosphohydrolase (ABC-type, tungstate-importing)","KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02010 ABC transporters;    K06857  tupC, vupC; tungstate transport system ATP-binding protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K06857  tupC, vupC; tungstate transport system ATP-binding protein;Enzymes [BR:ko01000]; 7. Translocases;  7.3  Catalysing the translocation of inorganic anions and their chelates;   7.3.2  Linked to the hydrolysis of a nucleoside triphosphate;    7.3.2.6  ABC-type tungstate transporter;     K06857  tupC, vupC; tungstate transport system ATP-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Mineral and organic ion transporters;   Tungstate transporter;    K06857  tupC, vupC; tungstate transport system ATP-binding protein",COG: COG1126;GO: 1901238;TC: 3.A.1.6.2 3.A.1.6.4
K07167,putative transcriptional regulator,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99995 Signaling proteins;    K07167  chrR; putative transcriptional regulator,COG: COG3806
K05785,transcriptional antiterminator RfaH,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K05785  rfaH; transcriptional antiterminator RfaH;Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   Others;    K05785  rfaH; transcriptional antiterminator RfaH,COG: COG0250
K20987,polysaccharide biosynthesis/export protein PslD,Biofilm formation - Pseudomonas aeruginosa,NA,KEGG Orthology (KO) [BR:ko00001]; 09140 Cellular Processes;  09145 Cellular community - prokaryotes;   02025 Biofilm formation - Pseudomonas aeruginosa;    K20987  pslD; polysaccharide biosynthesis/export protein PslD; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K20987  pslD; polysaccharide biosynthesis/export protein PslD;Transporters [BR:ko02000]; Other transporters;  Pores ion channels;   K20987  pslD; polysaccharide biosynthesis/export protein PslD,COG: COG1596;GO: 0015159;TC: 1.B.18
K08478,phosphoglycerate transport regulatory protein PgtC,Two-component system,NA,KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K08478  pgtC; phosphoglycerate transport regulatory protein PgtC,COG: COG1840
K20509,carboxybiotin decarboxylase [EC:7.2.4.1],Benzoate degradation;Pyruvate metabolism;Butanoate metabolism;Metabolic pathways;Microbial metabolism in diverse environments,glutaconyl-1-CoA carboxy-lyase;carboxybiotinyl-[protein] carboxy-lyase;oxaloacetate carboxy-lyase (pyruvate-forming; Na+-extruding),"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K20509  madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase;   00650 Butanoate metabolism;    K20509  madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase;  09111 Xenobiotics biodegradation and metabolism;   00362 Benzoate degradation;    K20509  madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K20509  madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase;Enzymes [BR:ko01000]; 7. Translocases;  7.2  Catalysing the translocation of inorganic cations;   7.2.4  Linked to decarboxylation;    7.2.4.1  carboxybiotin decarboxylase;     K20509  madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase;Transporters [BR:ko02000]; Other transporters;  Primary active transporters;   K20509  madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase",COG: COG1883;TC: 3.B.1.1
K21959,"LysR family transcriptional regulator, cell division regulator",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K21959  ftsR; LysR family transcriptional regulator, cell division regulator;Transcription factors [BR:ko03000]; Prokaryotic type;  Helix-turn-helix;   LysR family;    K21959  ftsR; LysR family transcriptional regulator, cell division regulator",COG: COG0583
K03367,D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13],D-Amino acid metabolism;Teichoic acid biosynthesis;Metabolic pathways;Cationic antimicrobial peptide (CAMP) resistance;Two-component system;Staphylococcus aureus infection,D-alanine:poly(ribitol phosphate) ligase (AMP-forming);NA  R12812;NA  R12863;NA  R12867;NA  R12871;NA  R12873;NA  R12875;NA  R12904,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09106 Metabolism of other amino acids;   00470 D-Amino acid metabolism;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1;  09107 Glycan biosynthesis and metabolism;   00552 Teichoic acid biosynthesis;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1; 09160 Human Diseases;  09171 Infectious disease: bacterial;   05150 Staphylococcus aureus infection;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1;  09175 Drug resistance: antimicrobial;   01503 Cationic antimicrobial peptide (CAMP) resistance;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   01504 Antimicrobial resistance genes;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1;Enzymes [BR:ko01000]; 6. Ligases;  6.1  Forming carbon-oxygen bonds;   6.1.1  Ligases forming aminoacyl-tRNA and related compounds;    6.1.1.13  D-alanine---poly(phosphoribitol) ligase;     K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1;Antimicrobial resistance genes [BR:ko01504]; Gene sets;  CAMP resistance modules;   Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon;    K03367  dltA; D-alanine--poly(phosphoribitol) ligase subunit 1",COG: COG1020;GO: 0047473
K15762,toluene monooxygenase system ferredoxin subunit,Toluene degradation;Sulfur metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,"toluene,ferredoxin:oxygen oxidoreductase (methyl-hydroxylating);toluene,NADPH:oxogen oxidoreductase (3-hydroxylating);toluene,NADH:oxygen oxidoreductase (4-hydroxylating);methanesulfonate,NADH:oxygen oxidoreductase","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00920 Sulfur metabolism;    K15762  tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit;  09111 Xenobiotics biodegradation and metabolism;   00623 Toluene degradation;    K15762  tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit",NA
